x,y,class id
0.7439857498150442,-1.4136317273040602,1
-3.915246554286033,1.6340475021782774,1
0.4703281120364755,4.048054677766423,0
-1.1972518738013282,3.9754754062159474,1
-3.910402117863118,-4.284133780111069,0
0.025024418216574418,-4.1978805330291955,1
0.16577158420253468,2.041914769442571,0
4.004453790347679,4.3977070029537995,0
2.8437053965757455,2.9874574272204537,0
-4.5490644461986065,-0.8789345012485956,0
-0.4364791176639713,3.848022961933859,1
-3.14610319426904,-1.2404492808411094,0
-0.19184069672126647,4.967799955953653,1
-1.9361892079101928,-0.10179126406099392,0
-3.6769899245221813,0.2602327719928361,1
-1.7882417225382907,0.03797342819714089,1
-4.723681780551463,-3.7809457334033194,0
2.2206346430312687,-1.6176910161930937,1
2.033880367893386,-2.7251292294431373,1
-1.6654356347095556,-2.341274620529793,0
2.023663635093726,3.1719386298263146,0
2.8786803300090043,-4.107842885752997,1
1.1972019345707992,-2.923344440475324,1
-2.630573719489142,-1.3543772533712453,0
-0.07661652647434813,-1.8551556296586713,0
4.938437048656969,0.4322589442407674,0
-0.010677781737210346,-1.8600003541418966,0
2.823660429441145,2.0792047973694627,0
0.5689882201018417,3.0402636774234466,0
0.7865103998558887,-3.748376892989569,1
0.5494834137103819,-4.485312409460171,1
-3.120452710650461,-2.5242700259166817,0
-1.0041995237701986,0.026890542238211523,1
4.004154806647337,4.093604030616868,0
2.336444440424504,0.9989205707994531,0
-2.789518244337593,-3.5328174012942783,0
-1.6040351879836177,-1.651189645075326,0
1.4677392983237976,-0.6217227341587472,1
3.544799719052854,0.7910528075325534,0
-3.123895076799884,-1.2810976746387528,0
-2.3606402494815493,-0.05492390901112287,0
-1.1016059290759395,-2.4651391747617146,0
2.9790073054667072,-4.378916959262382,1
1.4737451295795099,-4.140757607670027,1
1.0095637782540345,-3.5476700193320276,1
2.1769501187825435,-1.9268204093163166,1
-0.8858673315797461,-3.3815389615499525,0
-1.5007718982541784,-3.2199675718111487,0
-1.539154442565347,1.0296926999391331,1
-0.985341511411864,0.799868064006855,1
-1.833108593501934,-3.761183909476352,0
-2.5702206795683424,-2.348101183304465,0
-4.649846488384366,4.856647983474188,1
-0.4918007443793284,-2.144325234097124,0
-2.190777601936613,2.9974925845473246,1
-2.2607422902432237,-3.824886147734654,0
2.3269013759299213,-3.491821526617236,1
0.5889246462641138,3.3132414138464377,0
4.567387271440772,-4.156967924710989,1
2.7345830970744602,-1.2139195527151356,1
1.3762977092408555,2.204354960545291,0
3.5272143137710383,3.466458722660258,0
4.2319703874865375,-0.27963198070378414,1
1.3728762310693146,2.702763641376011,0
-3.2018774879381127,-0.8761389594291744,0
1.139804184662216,4.929439332276846,0
-4.4462994088825045,3.918270057760733,1
-4.599523211036084,-0.6627176851501071,0
1.9363571536127235,2.4674550848636727,0
3.6798740706992987,-2.492528528523353,1
-1.2188248393865777,-1.0082392638076367,0
-4.248334513290902,-1.5947731570380874,0
1.8139343334961344,-0.7612999551211486,1
-0.8273489385082389,2.804827679511595,1
-1.438524528684979,4.065082638105769,1
-4.6125149007442126,-3.722992681189583,0
-1.7470830530766426,1.3242571204168598,1
4.130009826344189,2.2505495002553486,0
4.07652878805524,1.6481606301153748,0
-1.4495737072705794,-3.4827699189453876,0
-4.529734799912225,2.0502239348575504,1
4.5878981547821365,-2.4754847709919723,1
-0.5345497765429137,-0.5138843902791379,0
-0.082066456754184,-1.204063003572735,0
-3.463597085212676,-4.322673151776234,0
-1.2218309851082196,-2.72102799602977,0
-1.2616175089163661,-0.31605992345570044,0
-3.9731456361937134,-2.7411610731911242,0
3.896577836913659,-2.517091836690076,1
-1.941180365259351,3.302931783468143,1
-1.0891836746899806,-3.413942676611822,0
-1.0241413892793263,1.5252250415508488,1
1.114294634319828,4.38241250184803,0
-2.0680002165159426,-1.5239536017636093,0
-4.484287949121591,-0.7517261141822953,0
-3.1245299212107103,4.158636666469977,1
-0.15626119186708998,4.027971227894346,1
1.12490111496916,2.582639568449875,0
-1.7374853918522835,-1.5697580098976438,0
0.884894510389401,0.5059961140613742,0
1.4803413246348205,3.480454348436213,0
-4.819779450492675,2.130044090471575,1
2.963162964568003,-0.10562732872026359,1
-4.902967280305733,-0.547673832165156,0
-3.8024885617705007,4.1685449190248,1
1.8443066006121525,2.7974847254353916,0
3.434473813391959,-0.26250604380161846,1
4.804879142399955,-3.894193292720729,1
-1.8497080223453177,-2.86253525808988,0
-0.562773145907344,0.15077483281901305,1
-4.6288005988185414,-1.9395073025767608,0
2.5863529482387024,-3.93234053669431,1
2.4218703843957465,-0.00315681220196673,1
2.000679239316688,0.38005046858731983,0
-3.165536843292871,2.3034260704602394,1
-4.208804600789201,-3.5329176837235465,0
-1.4230514377528838,-3.275915779528338,0
-4.713498770070792,-0.04589893073582463,0
-3.1266906420651894,-4.422127481933406,0
-1.180318812389637,1.5665181224071976,1
-3.79300484324013,1.1526952899860223,1
2.26312007374459,-2.577220064513802,1
-2.25691481428857,2.6070569455972787,1
3.021284131138012,0.4840170138418678,0
-4.3555800542878975,-3.1973080676441,0
3.5809044041414175,-1.2081263630473016,1
-4.870514939672256,2.440285605913891,1
4.815968878624098,2.511173960832104,0
2.554876500590982,2.7512963713674496,0
-1.5936856790984963,-3.031397725585551,0
-3.929922747388402,1.5620946027851002,1
1.606183102344362,1.5928689017454323,0
4.948952740977109,-0.413608510550489,1
3.0718946522449855,-3.7184520120907316,1
-2.5750724060030494,2.65420317480043,1
1.9510162162170808,4.984835494660219,0
-1.7622382404879575,0.8033855668533292,1
2.165825810372234,1.9597342235585753,0
0.530492106356486,-4.511037677478949,1
3.591407437243072,-4.703293078000469,1
1.7362123346269573,4.93405375328881,0
4.718937361944336,1.0854181621933003,0
4.6403911231317565,-3.0573319769374665,1
-1.611340289003759,-2.909993002189691,0
1.2690037244644747,0.052975344780831435,0
-0.6368207691060501,2.247362194021088,1
-0.9581747261387816,3.413103135896682,1
1.4836836191085165,1.1551862871962113,0
3.6908228315408085,2.4014425092957143,0
3.0967855505387316,0.7077791178925432,0
4.734780293038522,3.620235730692105,0
-3.7883667398398844,4.372660780035341,1
3.7141874237694985,-3.5763589688099007,1
-1.6145271756187487,-4.028880033351298,0
4.519622324912925,0.2522280586652581,0
-0.25432951501195156,-4.63476925800037,0
1.061917686245466,-2.1870562115074432,1
-1.415391080909918,4.906739367233223,1
-0.770709852130417,0.05421812138093962,1
-1.9888202994860462,-0.9529381956314831,0
1.515315440275888,3.218841722668234,0
0.29512787392229,-3.501455576068655,1
-0.0439873494545413,4.798706536967201,1
-0.3803518618763837,-3.7748347700655662,0
-4.371650713221795,-2.225513437579638,0
-0.31375077731445344,1.1423348164900577,1
-4.537133676616487,4.1391090944756925,1
1.4973708052701395,2.9852190204481754,0
0.8279301023157313,2.431640827007481,0
0.21069258695489346,-1.2758285784747714,1
3.836574676603826,-0.5801572205145451,1
-0.0549701212571545,3.0819286340445693,1
-4.826849900106862,-1.1830483062523358,0
4.059769705694693,2.034128643001349,0
-4.283395005060991,-4.60901416545319,0
2.8425837169072032,-1.1008189205854766,1
-0.279135817964395,-4.090546101454801,0
1.5095059610762451,-2.3317110168138235,1
2.670947629041396,3.9838961283848064,0
3.430958467294145,-1.7423905400863218,1
-0.7415828576621823,-4.989496155238573,0
-0.5098088774082772,4.341773914182937,1
0.12168977496983935,0.06046471215034899,0
0.6830524583914546,-3.8075605135160764,1
-4.23238869771188,-3.8452271167285144,0
0.1757108812587429,-3.45381184059685,1
