x,y
1.1057224906989078,1.3209454347389598
1.1581928066211546,1.480131190288406
1.0680224765231616,1.1734791469641153
1.1312905403855564,1.294706236555472
1.1259971127009032,1.2930236850526469
1.0373317792002021,0.9773932312458836
1.0516697961103307,1.0407979837411607
0.9716991014713774,0.9776039690830134
1.1029141120709336,1.127955685769534
1.164160925271062,1.4310700689516431
1.1614637769319642,1.3444810317564895
1.08016071758514,1.1911592916370615
0.9960444530422095,0.9973081931526515
1.14330522283463,1.4128500629929692
1.0629491784812481,1.1397614095530044
1.1492520874127639,1.4558862940519979
1.190104525541554,1.4894068727254215
1.0264984484622326,1.153030596953326
1.1100146562775217,1.3295864287214232
1.0777410976503732,1.2779946572190102
