Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,1.004464030265808,0.9079239964485168,0.9363840222358704,0.9994419813156128,535796800.0,0.8581374287605286
2000-01-04,0.9877229928970337,0.9034600257873535,0.966517984867096,0.9151790142059326,512377600.0,0.7857876420021057
2000-01-05,0.9871649742126465,0.919642984867096,0.9263389706611633,0.9285709857940674,778321600.0,0.7972861528396606
2000-01-06,0.955357015132904,0.8482139706611633,0.9475449919700623,0.8482139706611633,767972800.0,0.7282905578613281
2000-01-07,0.9017860293388367,0.8526790142059326,0.861607015132904,0.888392984867096,460734400.0,0.7627887725830078
2000-01-10,0.9129459857940674,0.845982015132904,0.9107139706611633,0.872767984867096,505064000.0,0.7493729591369629
2000-01-11,0.8872770071029663,0.8080360293388367,0.8565850257873535,0.828125,441548800.0,0.7110417485237122
2000-01-12,0.8526790142059326,0.7723209857940674,0.8482139706611633,0.7784600257873535,976068800.0,0.6683984398841858
2000-01-13,0.8816959857940674,0.825892984867096,0.8436099886894226,0.8638389706611633,1032684800.0,0.7417063117027283
2000-01-14,0.9129459857940674,0.8872770071029663,0.892857015132904,0.896763026714325,390376000.0,0.7699756622314453
2000-01-18,0.9464290142059326,0.896763026714325,0.9017860293388367,0.928013026714325,459177600.0,0.7968072295188904
2000-01-19,0.970982015132904,0.9229909777641296,0.9430800080299377,0.9514510035514832,597643200.0,0.8169312477111816
2000-01-20,1.0848209857940674,1.0133930444717407,1.03125,1.0133930444717407,1831132800.0,0.8701159954071045
2000-01-21,1.020089030265808,0.9838169813156128,1.020089030265808,0.993861973285675,495924800.0,0.8533462285995483
2000-01-24,1.0066959857940674,0.9386159777641296,0.9681919813156128,0.9486610293388367,440876800.0,0.814535915851593
2000-01-25,1.010045051574707,0.9140629768371582,0.9375,1.0022319555282593,497145600.0,0.8605329394340515
2000-01-26,1.019531011581421,0.9799110293388367,0.982142984867096,0.9838169813156128,367158400.0,0.8447213768959045
2000-01-27,1.0089290142059326,0.955357015132904,0.9715399742126465,0.982142984867096,340144000.0,0.8432842493057251
2000-01-28,0.9899550080299377,0.8984379768371582,0.9659600257873535,0.9073659777641296,423348800.0,0.7790793180465698
2000-01-31,0.9274550080299377,0.84375,0.9017860293388367,0.9263389706611633,701680000.0,0.7953699231147766
2000-02-01,0.9375,0.892857015132904,0.9285709857940674,0.8950889706611633,318035200.0,0.7685379981994629
2000-02-02,0.9118300080299377,0.8660709857940674,0.8995540142059326,0.8822540044784546,464195200.0,0.7575175762176514
2000-02-03,0.9308040142059326,0.8950889706611633,0.8956469893455505,0.9224330186843872,475193600.0,0.7920161485671997
2000-02-04,0.982142984867096,0.9252229928970337,0.928013026714325,0.9642860293388367,425320000.0,0.8279517292976379
2000-02-07,1.020089030265808,0.9458709955215454,0.9642860293388367,1.0184149742126465,441067200.0,0.874427855014801
2000-02-08,1.036829948425293,0.9933040142059326,1.0178569555282593,1.025670051574707,408643200.0,0.8806569576263428
2000-02-09,1.0457589626312256,1.003906011581421,1.0189729928970337,1.005579948425293,299364800.0,0.8634074926376343
2000-02-10,1.0167410373687744,0.982142984867096,1.0078129768371582,1.0133930444717407,302982400.0,0.8701159954071045
2000-02-11,1.0189729928970337,0.966517984867096,1.0145089626312256,0.970982015132904,212251200.0,0.8337011933326721
2000-02-14,1.0345979928970337,0.9698659777641296,0.9760040044784546,1.0340399742126465,367539200.0,0.8878435492515564
2000-02-15,1.0708709955215454,1.0284600257873535,1.0290180444717407,1.0625,485744000.0,0.9122797250747681
2000-02-16,1.0546879768371582,1.0011160373687744,1.051339030265808,1.0189729928970337,378246400.0,0.8749070167541504
2000-02-17,1.03125,1.010045051574707,1.0284600257873535,1.025670051574707,289497600.0,0.8806569576263428
2000-02-18,1.0301339626312256,0.9899550080299377,1.0234379768371582,0.9933040142059326,233441600.0,0.8528671264648438
2000-02-22,1.0440850257873535,0.9525669813156128,0.9832590222358704,1.0161830186843872,422296000.0,0.8725112080574036
2000-02-23,1.0625,0.9910709857940674,1.0110210180282593,1.0379459857940674,473099200.0,0.8911975026130676
2000-02-24,1.0636160373687744,0.997767984867096,1.0474330186843872,1.0285990238189697,376432000.0,0.883171796798706
2000-02-25,1.0446430444717407,0.9832590222358704,1.0251120328903198,0.9854909777641296,249144000.0,0.8461589217185974
2000-02-28,1.026785969734192,0.9676340222358704,0.9832590222358704,1.011160969734192,328328000.0,0.8681992888450623
2000-02-29,1.046875,1.0050220489501953,1.0139509439468384,1.0234379768371582,368961600.0,0.8787404894828796
2000-03-01,1.1791290044784546,1.058035969734192,1.058593988418579,1.1635040044784546,1077003200.0,0.9990032315254211
2000-03-02,1.1422990560531616,1.0775669813156128,1.1339290142059326,1.089285969734192,311259200.0,0.9352788329124451
2000-03-03,1.144950032234192,1.0714290142059326,1.114954948425293,1.1428569555282593,323366400.0,0.9812756776809692
2000-03-06,1.1529020071029663,1.1160709857940674,1.125,1.1222100257873535,210560000.0,0.9635477662086487
2000-03-07,1.1378350257873535,1.0814729928970337,1.128906011581421,1.0970979928970337,273011200.0,0.9419861435890198
2000-03-08,1.1065850257873535,1.058593988418579,1.0970979928970337,1.089285969734192,271230400.0,0.9352788329124451
